 158,   0,   1,   1,   0,   0,   0,   0,   5,   2,   0,   0,   0,   3,   0,   0,   0,   1,   0,   0,   0,   1,   0,   1,   0,   0,   0,   1,   0,   1,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   2,   0,   0,   0,   0,   0,   0,   0,   0
   0, 145,   0,   0,   0,   2,   0,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   0,   1,   0,   0,   0,   0,   1
   0,   0, 137,   0,   6,   0,   0,   0,   0,   0,   2,   0,   0,   0,   0,   0,   0,   1,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   1,   0,   0,   0,   0,   0,   3
   0,   0,   0, 151,   0,   0,   1,   0,   1,   0,   0,   0,   3,   0,   1,   0,   0,   1,   0,   0,   0,   1,   1,   0,   1,   0,   0,   1,   0,   0,   1,   0,   0,   0,   0,   1,   1,   1,   0,   0,   0,   2,   0,   1,   0,   3,   1,   1,   0,   0,   0
   0,   0,   1,   0, 131,   0,   0,   1,   0,   0,   1,   1,   1,   0,   1,   0,   1,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   2,   0,   0,   0,   4,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   1,   0,   0,   0,   2
   0,   0,   0,   0,   1, 145,   0,   0,   0,   0,   0,   1,   0,   0,   0,   1,   1,   0,   0,   0,   1,   0,   1,   0,   0,   0,   0,   0,   0,   1,   0,   0,   1,   0,   0,   0,   2,   0,   0,   0,   0,   0,   0,   2,   1,   0,   0,   0,   0,   0,   0
   0,   0,   1,   0,   2,   0, 119,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   2,   0,   0,   0,   1,   0,   0,   1,   1,   3,   0,   7,   0,   0,   1,   0,   0,   2,   2,   0,   0,   0,   2,   1,   0,   0,   1,   0,   0,   0,   1
   0,   0,   0,   0,   0,   0,   0, 167,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   1,   0,   0,   0,   1,   0,   2
   0,   0,   0,   0,   2,   0,   0,   0, 144,   0,   0,   0,   1,   0,   0,   0,   0,   1,   0,   0,   1,   0,   0,   1,   0,   0,   0,   0,   0,   2,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   2,   0,   0,   0,   2,   0,   0,   0,   2
   1,   0,   0,   1,   3,   0,   0,   0,   3, 119,   0,   2,   0,   1,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   1,   1,   1,   0,   0,   0,   0,   0,   0,   2,   0,   0,   3,   1,   1,   1,   1,   1,   0,   0,   2
   0,   0,   2,   0,   2,   0,   0,   0,   2,   0, 154,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   2,   0,   0,   0,   0,   2,   0, 158,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   0,   1,   1,   0,   0,   0,   3,   0,   0,   2,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0, 131,   1,   1,   0,   0,   1,   0,   0,   2,   2,   0,   0,   2,   0,   0,   0,   0,   3,   0,   2,   0,   0,   1,   0,   0,   1,   0,   0,   0,   0,   3,   1,   0,   2,   1,   0,   1,   1,   3
