   0,   0,   1,   0,   3,   0,   0,   0,   1,   1, 151,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0
   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0, 158,   1,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   0,   0,   2,   0,   0,   0,   4,   0,   0,   2,   0,   0,   0,   0
   0,   0,   1,   0,   3,   0,   0,   0,   0,   0,   0,   1, 126,   2,   1,   2,   0,   0,   1,   2,   1,   2,   0,   0,   1,   0,   0,   0,   1,   2,   0,   2,   0,   0,   1,   0,   0,   1,   0,   0,   0,   0,   3,   1,   0,   1,   1,   0,   1,   1,   2
   0,   0,   1,   0,   1,   0,   0,   0,   0,   0,   0,   0,   1, 147,   0,   0,   0,   0,   0,   0,   0,   3,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   2,   0,   0,   2,   0,   0,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0
   1,   0,   1,   0,   1,   0,   0,   0,   0,   0,   0,   0,   3,   0, 137,   0,   0,   0,   0,   1,   0,   0,   1,   0,   1,   0,   2,   0,   1,   0,   0,   0,   0,   1,   0,   0,   0,   1,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2
   3,   0,   0,   0,   2,   0,   1,   0,   1,   1,   0,   0,   0,   0,   0, 142,   1,   2,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   2,   0,   0,   0,   1,   0,   0,   0,   2,   0,   0,   0,   1,   0,   0,   0,   1
   3,   0,   2,   1,   1,   1,   1,   0,   1,   2,   1,   0,   2,   2,   0,   0, 118,   2,   0,   1,   0,   1,   0,   0,   1,   0,   1,   2,   0,   0,   0,   2,   2,   1,   1,   1,   0,   1,   1,   0,   0,   4,   3,   0,   0,   0,   0,   0,   2,   0,   0
   1,   0,   0,   1,   1,   0,   1,   0,   1,   0,   0,   0,   0,   1,   0,   0,   0, 132,   0,   1,   0,   1,   0,   4,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0,   0
   0,   0,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 155,   0,   3,   0,   0,   0,   0,   0,   0,   1,   2,   1,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   1,   0,   0
   2,   0,   0,   0,   3,   1,   0,   0,   0,   1,   1,   0,   2,   0,   0,   0,   0,   0,   0, 149,   0,   1,   0,   0,   3,   1,   0,   0,   0,   2,   0,   3,   0,   0,   1,   2,   0,   1,   0,   1,   0,   0,   1,   1,   1,   3,   0,   0,   0,   1,   4
   0,   0,   1,   0,   3,   0,   0,   0,   1,   0,   1,   0,   1,   0,   0,   0,   1,   0,   1,   0, 153,   0,   0,   0,   0,   1,   0,   0,   1,   0,   0,   3,   0,   0,   2,   1,   1,   0,   3,   0,   0,   0,   1,   0,   0,   1,   0,   0,   0,   0,   1
   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   1,   0,   3,   3,   1,   0,   0,   0,   1,   1,   1, 143,   1,   0,   0,   1,   0,   0,   0,   1,   0,   0,   2,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1
   0,   0,   2,   0,   1,   1,   0,   0,   0,   0,   0,   1,   0,   1,   1,   1,   0,   0,   0,   0,   0,   0, 128,   0,   2,   0,   1,   0,   0,   0,   0,   0,   1,   7,   1,   0,   0,   0,   0,   0,   2,   0,   0,   0,   1,   1,   0,   0,   2,   0,   0
   1,   0,   1,   1,   2,   0,   1,   0,   3,   3,   0,   0,   0,   1,   0,   0,   0,   4,   0,   0,   0,   0,   0, 139,   1,   1,   0,   1,   0,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   2,   0,   0,   0,   0,   1,   1,   0,   0,   1
   1,   0,   0,   1,   2,   1,   0,   0,   0,   1,   0,   0,   3,   1,   0,   7,   0,   3,   0,   2,   1,   1,   4,   0, 130,   0,   0,   1,   0,   0,   2,   1,   0,   0,   1,   1,   0,   0,   0,   0,   0,   0,   1,   0,   0,   1,   1,   0,   1,   0,   0
   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0, 123,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   2,   1,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   1,   0,   0,   2,   0,   0,   0,   2,   7,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0, 136,   1,   0,   0,   1,   0,   1,   2,   0,   1,   0,   3,   0,   0,   1,   1,   2,   0,   0,   0,   0,   0,   0,   0,   0
   0,   1,   1,   1,   9,   2,   0,   0,   1,   1,   2,   1,   1,   0,   0,   0,   3,   0,   2,   2,   0,   0,   0,   1,   2,   1,   0, 115,   0,   0,   0,   2,   1,   0,   1,   0,   0,   0,   0,   0,   0,   1,   1,   2,   0,   2,   1,   0,   0,   0,   2
   0,   0,   1,   1,   2,   2,   3,   0,   2,   1,   0,   0,   0,   0,   1,   0,   0,   0,   1,   0,   5,   0,   0,   0,   0,   0,   1,   0, 137,   0,   0,   0,   0,   0,   2,   0,   0,   0,   1,   0,   0,   0,   0,   0,   2,   1,   0,   0,   0,   0,   0
   0,   0,   1,   0,   3,   0,   0,   1,   2,   1,   0,   0,   2,   0,   0,   1,   0,   1,   0,   2,   1,   1,   0,   0,   0,   0,   1,   1,   0, 117,   0,   7,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   1
   0,   0,   1,   0,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   1,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0, 145,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1
   2,   1,   0,   0,  11,   1,   1,   0,   0,   2,   0,   0,   3,   0,   0,   1,   0,   1,   0,   3,   0,   0,   0,   0,   1,   0,   0,   0,   0,   8,   0, 105,   1,   0,   1,   1,   0,   2,   0,   2,   0,   0,   2,   0,   0,   1,   2,   0,   0,   1,   7
   0,   0,   2,   0,   1,   1,   0,   0,   2,   2,   1,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0, 150,   0,   0,   0,   0,   0,   0,   0,   1,   3,   0,   0,   1,   0,   0,   0,   0,   0,   0
   1,   0,   0,   0,   2,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   5,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0, 130,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   1,   0,   0,   0
   1,   0,   1,   1,   0,   0,   0,   0,   2,   3,   0,   0,   3,   1,   0,   0,   1,   0,   0,   0,   0,   1,   0,   0,   1,   1,   1,   2,   0,   0,   0,   2,   1,   0, 118,   1,   1,   4,   0,   1,   1,   0,   0,   0,   1,   0,   1,   0,   0,   0,   4
   0,   0,   1,   0,   0,   0,   1,   1,   0,   0,   0,   1,   0,   0,   0,   1,   0,   0,   0,   1,   0,   0,   0,   0,   3,   0,   0,   2,   0,   1,   0,   1,   1,   0,   0, 149,   0,   0,   0,   0,   0,   0,   3,   0,   1,   0,   0,   0,   0,   0,   2
   0,   0,   1,   1,   0,   1,   0,   1,   0,   1,   0,   1,   1,   0,   0,   0,   0,   1,   0,   0,   1,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   1,   0,   2,   0, 134,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   0,   0,   0,   0
   0,   1,   2,   0,   1,   0,   1,   0,   0,   1,   0,   0,   1,   2,   0,   1,   0,   0,   0,   2,   0,   1,   0,   0,   1,   0,   0,   0,   0,   0,   0,   3,   0,   0,   1,   0,   0, 141,   0,   0,   0,   0,   0,   0,   1,   0,   0,   2,   0,   0,   3
   0,   0,   0,   0,   1,   0,   7,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   2,   1,   3,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   4,   0,   0,   1,   0,   0,   0, 133,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   3
   0,   0,   1,   0,   1,   0,   0,   0,   2,   2,   0,   0,   1,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   1,   0,   0,   1,   0,   0,   1,   0,   4,   0,   1,   0,   0,   1,   0, 153,   0,   0,   0,   0,   0,   2,   0,   1,   0,   0,   0
   0,   0,   1,   0,   1,   0,   0,   0,   1,   0,   1,   0,   0,   0,   2,   0,   1,   1,   0,   0,   0,   0,   2,   0,   0,   0,   1,   1,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0, 152,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0
   1,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   0,   1,   2,   0,   0,   2,   0,   0,   0,   0,   0,   3,   1,   0,   1,   1,   0,   1,   0,   0,   0,   1,   1,   2,   0,   1,   0,   0,   0,   1, 126,   1,   0,   0,   1,   1,   0,   1,   0,   0
   0,   1,   4,   1,   2,   1,   0,   0,   1,   0,   0,   0,   1,   0,   0,   1,   0,   0,   0,   1,   1,   0,   0,   1,   0,   0,   0,   0,   0,   1,   0,   3,   2,   0,   0,   1,   0,   0,   0,   0,   0,   0, 133,   0,   0,   0,   0,   0,   0,   1,   1
   0,   1,   1,   0,   4,   1,   0,   0,   1,   0,   1,   2,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   1,   1,   1,   1,   3,   0,   0,   0,   1,   0,   1,   0,   0,   1,   0,   1, 128,   0,   0,   0,   0,   0,   0,   1
   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   2,   0,   0,   1,   0,   0,   0,   0,   0,   0,   3,   0,   0,   0,   0,   0,   1,   0,   1,   1,   2,   0,   0,   0,   0,   0, 144,   0,   0,   0,   1,   0,   1
   0,   0,   0,   0,   0,   0,   1,   0,   0,   1,   0,   0,   1,   0,   1,   0,   0,   0,   0,   2,   1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   0,   3,   1,   0,   0,   0,   0,   2,   0,   0,   0,   1,   0,   0,   0, 127,   0,   0,   0,   0,   0
   1,   0,   0,   1,   5,   0,   0,   0,   1,   1,   1,   0,   0,   1,   0,   0,   0,   0,   0,   2,   1,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   3,   0,   0,   0,   0,   0,   2,   0,   0,   0, 129,   0,   0,   1,   4
   2,   0,   0,   0,   3,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   3,   1,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   2,   3,   0,   2,   1,   0,   4,   0,   0,   0,   2,   0,   0,   0,   4,   2, 128,   1,   0,   1
   0,   0,   0,   0,   3,   0,   0,   1,   0,   1,   0,   0,   8,   0,   0,   1,   0,   0,   0,   1,   1,   0,   2,   0,   1,   0,   2,   0,   0,   0,   0,   1,   1,   1,   1,   0,   0,   0,   1,   0,   0,   1,   1,   1,   0,   2,   0,   0, 144,   0,   2
   0,   2,   0,   0,   2,   6,   3,   0,   1,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   0,   0,   1,   1,   0,   0,   0,   1,   1,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0, 114,   0
   0,   1,   0,   0,   2,   0,   0,   0,   0,   1,   0,   1,   0,   0,   0,   0,   1,   0,   1,   2,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   4,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   1,   0,   0,   1,   0, 154
